순번,어장명,정점,위도,위도 변환,경도,경도 변환,어장종류,년도,월,일,기상,수심(m),수온(저),수온(차이),염분(저),Ph(저),DO(저),COD(저),NH4-N(저),NO3-N(저),NO2-N(저),DIN(저),TN(저),DIP(저),TP(저),SIO2-SI(저),CHL-A(저),SS(저),투명도
8950,진해만,14,34°59´57˝,34.9991666666667,128°29´38˝,128.493888888889,굴,2016,10,8,비,22,23.27,0.390000000000001,31.35,7.87,2.56,2.19,0.123,0.077,0.101,0.301,0.383,0.042,0.047,1.084,0.55,4.2,2.5
8952,진해만,16,34°57´01˝,34.9502777777778,128°26´44˝,128.445555555556,굴,2016,10,8,흐림,18,23.34,0.489999999999998,31.28,7.88,2.87,2.37,0.156,0.092,0.116,0.363,0.379,0.042,0.047,1.326,0.64,7.2,3.5
8955,진해만,20,34°56´16˝,34.9377777777778,128°28´03˝,128.4675,굴,2016,10,8,비,16,23.41,0.559999999999999,31.07,7.81,1.8,2.24,0.163,0.11,0.064,0.337,0.34,0.029,0.034,1.108,1.51,4.3,3.5
9089,마산만,4,35°07´18˝,35.1216666666667,128°36´07˝,128.601944444444,진주담치,2016,8,6,맑음,13,19.82,7.58,32.79,7.6,1.31,1.4,0.168,0.032,0.03,0.23,0.39,0.045,0.056,1.073,3.11,10.9,2.5
9090,마산만,5,35°09´01˝,35.1502777777778,128°35´40˝,128.594444444444,진주담치,2016,8,6,맑음,13,19.68,7.63,32.73,7.54,0.61,1.26,0.204,0.015,0.02,0.238,0.35,0.054,0.061,1.285,2.72,6.6,2
9091,마산만,6,35°11´48˝,35.1966666666667,128°35´05˝,128.584722222222,진주담치,2016,8,6,맑음,10,20.21,7.97,32.32,7.52,0.37,2.07,0.251,0.004,0.001,0.255,0.421,0.069,0.092,1.185,3.46,8.2,2
9094,진해만,8,35°05´20˝,35.0888888888889,128°31´38˝,128.527222222222,굴/미더덕,2016,8,6,맑음,13,19.92,8.83,32.77,7.63,1.89,1.11,0.042,0.018,0.011,0.071,0.263,0.019,0.041,0.625,7.73,5.6,7
9095,진해만,9,35°05´07˝,35.0852777777778,128°28´57˝,128.4825,굴/미더덕,2016,8,6,맑음,12,19.86,9.96,32.66,7.5,0.48,1.59,0.034,0.008,0.006,0.048,0.202,0.014,0.036,0.554,6.86,9.6,5.5
9096,진해만,10,35°04´43˝,35.0786111111111,128°28´12˝,128.47,굴,2016,8,6,맑음,17,19.25,6.85,32.91,7.56,1.33,1.18,0.121,0.022,0.016,0.159,0.281,0.039,0.054,1.05,2.2,7.4,4
9097,진해만,11,35°03´12˝,35.0533333333333,128°30´58˝,128.516111111111,굴,2016,8,6,맑음,17,18.35,9.25,33.11,7.58,1.95,1.18,0.031,0.031,0.018,0.081,0.203,0.019,0.034,0.727,2.74,6.1,5
9129,통영,4,34°51´30˝,34.8583333333333,128°25´29˝,128.424722222222,우렁쉥이,2016,8,5,구름조금,6,20.38,7.37,33.44,7.81,1.04,3.37,0.185,0.016,0.005,0.206,0.354,0.111,0.212,1.925,10.89,5.2,2
9130,통영,5,34°51´43˝,34.8619444444445,128°23´41˝,128.394722222222,굴/우렁쉥이,2016,8,5,구름조금,9,19.69,8.86,33.48,7.91,2.15,3.29,0.053,0.036,0.008,0.097,0.239,0.053,0.106,1.366,12.67,3.2,2.5
9140,진해만,12,35°01´44˝,35.0288888888889,128°30´00˝,128.5,굴/미더덕,2016,8,4,맑음,18,17.39,10.47,33.44,7.58,1.81,0.91,0.064,0.02,0.011,0.095,0.24,0.024,0.047,0.698,0.45,7.6,4.5
9141,진해만,13,35°00´40˝,35.0111111111111,128°33´39˝,128.560833333333,굴,2016,8,4,맑음,21,17.16,10.7,33.53,7.66,2.76,1.21,0.074,0.063,0.022,0.159,0.247,0.032,0.045,0.95,1.02,6.1,5
9142,진해만,14,34°59´57˝,34.9991666666667,128°29´38˝,128.493888888889,굴,2016,8,4,맑음,22,17.08,11.61,33.56,7.67,2.75,1.31,0.042,0.063,0.025,0.13,0.231,0.025,0.035,0.748,1.05,2.2,5.5
9143,진해만,15,34°59´02˝,34.9838888888889,128°27´10˝,128.452777777778,굴,2016,8,4,맑음,16,18.47,10.49,33.16,7.53,1.57,1.16,0.057,0.003,0.001,0.06,0.195,0.019,0.044,0.732,1.01,5.4,6.5
9144,진해만,16,34°57´01˝,34.9502777777778,128°26´44˝,128.445555555556,굴,2016,8,4,맑음,18,17.52,10.64,33.47,7.5,0.86,1.88,0.118,0.003,0.003,0.124,0.207,0.043,0.044,1.236,0.68,8.8,5.5
9145,진해만,17,34°54´52˝,34.9144444444444,128°27´24˝,128.456666666667,굴,2016,8,4,맑음,13,19.28,8.79,33.13,7.34,0.47,1.34,0.06,0.008,0.003,0.072,0.197,0.027,0.042,0.797,2.2,5,7
9146,진해만,18,34°54´18˝,34.905,128°25´57˝,128.4325,굴,2016,8,4,맑음,11,21.34,6.84,32.66,7.45,1.21,1.77,0.005,0.001,0.002,0.009,0.112,0.005,0.017,0.405,3.36,5.8,5.5
9148,진해만,20,34°56´16˝,34.9377777777778,128°28´03˝,128.4675,굴,2016,8,4,맑음,16,17.75,10.47,33.49,7.33,0.41,1.54,0.096,0.001,0.003,0.101,0.263,0.04,0.058,1.11,1.62,3.1,8
9149,진해만,21,34°56´51˝,34.9475,128°29´45˝,128.495833333333,굴,2016,8,4,맑음,15,18.81,8.69,33.3,7.47,0.48,1.73,0.121,0.005,0.004,0.131,0.278,0.049,0.069,1.078,1.77,10.4,9.5
9150,진해만,22,34°55´06˝,34.9183333333333,128°30´39˝,128.510833333333,굴,2016,8,4,맑음,13,21.9,5.07,32.85,7.62,2.4,1.39,0.03,0.004,0.004,0.039,0.149,0.02,0.03,0.55,3.07,4.4,6.5
9151,진해만,23,34°55´11˝,34.9197222222222,128°33´43˝,128.561944444444,굴/진주담치,2016,8,4,맑음,18,17.9,9.33,33.54,7.43,0.42,2.27,0.057,0.001,0.003,0.061,0.222,0.024,0.041,0.969,1.34,4.2,6
9152,진해만,24,34°54´34˝,34.9094444444444,128°36´30˝,128.608333333333,굴/진주담치,2016,8,4,맑음,12,21.12,5.96,32.56,7.44,0.37,1.94,0.082,0.001,0.003,0.086,0.292,0.034,0.059,0.692,2.31,7.7,2.5
9182,진해만,5,35°00´15˝,35.0041666666667,128°39´56˝,128.665555555556,굴/진주담치,2016,8,3,맑음,10,21.45,3.91,32.51,7.94,2.98,1.34,0.075,0.011,0.007,0.093,0.21,0.029,0.039,0.828,3.79,9,3.5
9184,진해만,25,34°56´53˝,34.9480555555556,128°33´47˝,128.563055555556,굴/진주담치,2016,8,3,맑음,22,16.91,10.25,33.77,7.39,0.44,1.21,0.069,0.003,0.005,0.077,0.194,0.049,0.058,1.552,0.36,5.1,6.5
9185,진해만,26,34°58´37˝,34.9769444444445,128°36´04˝,128.601111111111,굴/진주담치,2016,8,3,맑음,20,17.11,9.03,33.75,7.37,0.38,2.62,0.28,0.002,0.002,0.284,0.459,0.087,0.098,1.79,0.5,5.7,5.5
9186,진해만,27,34°57´53˝,34.9647222222222,128°38´48˝,128.646666666667,굴/진주담치,2016,8,3,맑음,13,19.49,6.89,33.02,7.43,0.55,1.85,0.056,0.002,0.005,0.063,0.257,0.023,0.033,0.801,2.02,6.2,4
9220,한림,1,33°27´54˝,33.465,126°18´39˝,126.310833333333,마을,2016,8,2,맑음,1,0,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9224,조천,1,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,마을,2016,8,2,맑음,1,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9235,대정,1,33°14´46˝,33.2461111111111,126°11´43˝,126.195277777778,마을,2016,8,1,맑음,1,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9241,표선,1,33°18´03˝,33.3008333333333,126°50´06˝,126.835,마을,2016,8,1,맑음,1,0,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9251,가막만,1,34°43´39˝,34.7275,127°40´04˝,127.667777777778,진주담치,2016,6,24,흐림,8,22.31,2.78,32.9,7.56,0.33,1.83,0.012,0.009,0,0.021,0.264,0.005,0.035,0.669,4.94,20.8,2.2
9408,한림,1,33°27´54˝,33.465,126°18´39˝,126.310833333333,마을,2016,6,8,맑음,1,0,21.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9411,조천,1,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,마을,2016,6,8,맑음,1,0,21.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9428,대정,1,33°14´46˝,33.2461111111111,126°11´43˝,126.195277777778,마을,2016,6,7,맑음,1,0,21.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9434,표선,1,33°18´03˝,33.3008333333333,126°50´06˝,126.835,마을,2016,6,7,맑음,1,0,22.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9442,진해만,23,34°55´11˝,34.9197222222222,128°33´43˝,128.561944444444,굴/진주담치,2016,6,6,비,20,14.66,4.96,32.99,7.65,1.26,1.75,0.086,0.025,0.027,0.138,0.261,0.02,0.03,1.459,0.98,5.7,3.5
9444,진해만,25,34°56´53˝,34.9480555555556,128°33´47˝,128.563055555556,굴/진주담치,2016,6,6,비,22,14.8,4.75,33.16,7.69,1.66,0.93,0.044,0.018,0.018,0.081,0.22,0.011,0.021,1.23,3.21,6.3,3.5
9445,진해만,26,34°58´37˝,34.9769444444445,128°36´04˝,128.601111111111,굴/진주담치,2016,6,6,비,21,14.97,4,33.1,7.77,2.67,0.61,0.118,0.023,0.023,0.164,0.249,0.032,0.036,1.827,2.01,7.9,3.5
9450,진해만,9,35°05´07˝,35.0852777777778,128°28´57˝,128.4825,굴/미더덕,2016,6,4,비,10,16.75,5.91,32.63,7.64,2.54,1.52,0.007,0.005,0.004,0.015,0.169,0.004,0.019,1.267,5.09,10,2.5
9457,진해만,16,34°57´01˝,34.9502777777778,128°26´44˝,128.445555555556,굴,2016,6,4,비,18,15,5.62,32.97,7.71,2.76,1.11,0.06,0.036,0.026,0.122,0.23,0.019,0.03,1.44,3.13,5.3,5.5
9458,진해만,17,34°54´52˝,34.9144444444444,128°27´24˝,128.456666666667,굴,2016,6,4,비,13,15.11,5.72,32.51,7.64,2.39,1.33,0.007,0.004,0.001,0.011,0.148,0.002,0.017,1.171,3.78,11.2,4.5
9459,진해만,18,34°54´18˝,34.905,128°25´57˝,128.4325,굴,2016,6,4,비,10,15.9,5.04,32.39,7.59,2.34,1.87,0.005,0.005,0.001,0.011,0.147,0.001,0.012,0.838,4.91,6.7,3.5
9461,진해만,20,34°56´16˝,34.9377777777778,128°28´03˝,128.4675,굴,2016,6,4,비,15,14.96,5.84,32.75,7.63,2.06,1.28,0.062,0.013,0.005,0.08,0.195,0.017,0.028,1.279,2.74,6.5,6
9482,마산만,2,35°08´14˝,35.1372222222222,128°40´48˝,128.68,진주담치,2016,6,1,맑음,7,17.71,5.24,32.89,7.7,2.12,2.89,0.04,0.007,0.005,0.051,0.332,0.004,0.033,0.909,8.73,10.4,2
9637,한림,1,33°27´54˝,33.465,126°18´39˝,126.310833333333,마을,2016,4,6,맑음,1,0,16.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9640,조천,1,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,마을,2016,4,6,맑음,1,0,15.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9690,대정,1,33°14´46˝,33.2461111111111,126°11´43˝,126.195277777778,마을,2016,4,5,맑음,1,0,16.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9696,표선,1,33°18´03˝,33.3008333333333,126°50´06˝,126.835,마을,2016,4,5,맑음,1,0,15.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9839,한림,1,33°27´54˝,33.465,126°18´39˝,126.310833333333,마을,2016,2,19,맑음,1,0,14.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9842,조천,1,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,마을,2016,2,19,맑음,1,0,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9847,대정,1,33°14´46˝,33.2461111111111,126°11´43˝,126.195277777778,마을,2016,2,18,맑음,1,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9853,표선,1,33°18´03˝,33.3008333333333,126°50´06˝,126.835,마을,2016,2,18,맑음,1,0,15.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005,조천,1,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,연안,2015,12,22,맑음,1,0,15.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10012,한림,1,33°27´54˝,33.465,126°18´39˝,126.310833333333,연안,2015,12,21,맑음,1,0,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10016,대정,1,33°14´46˝,33.2461111111111,126°11´43˝,126.195277777778,연안,2015,12,21,맑음,1,0,16.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10022,표선,1,33°18´03˝,33.3008333333333,126°50´06˝,126.835,연안,2015,12,21,맑음,1,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10410,한림,1,33°27´54˝,33.465,126°18´39˝,126.310833333333,연안,2015,10,6,맑음,1,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10413,조천,1,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,연안,2015,10,6,맑음,1,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10460,대정,1,33°14´46˝,33.2461111111111,126°11´43˝,126.195277777778,연안,2015,10,5,맑음,1,0,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10466,표선,1,33°18´03˝,33.3008333333333,126°50´06˝,126.835,연안,2015,10,5,맑음,1,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10533,섬진강하구,4,34°49´59˝,34.8330555555556,127°47´34˝,127.792777777778,연안,2015,8,10,구름많음,21.2,20.05,7.2,32.67,7.81,2.92,1.09,0.029,0.014,0.006,0.049,0.142,0.011,0.017,0.675,6.15,14.2,2.4
10557,진해만,8,35°05´20˝,35.0888888888889,128°31´38˝,128.527222222222,패류,2015,8,9,맑음,12,19.74,10.02,33.13,7.57,0.73,1.67,0.045,0.079,0.027,0.151,0.257,0.031,0.041,0.911,6.55,5.3,6.5
10558,진해만,9,35°05´07˝,35.0852777777778,128°28´57˝,128.4825,패류,2015,8,9,맑음,12,19.62,10.74,33.12,7.65,2.41,1.67,0.111,0.078,0.027,0.216,0.332,0.06,0.06,1.323,5.95,3.1,5
10559,진해만,10,35°04´43˝,35.0786111111111,128°28´12˝,128.47,패류,2015,8,9,맑음,14,19.49,8.68,33.15,7.69,2.99,1.64,0.051,0.092,0.03,0.173,0.284,0.041,0.047,1.133,4.85,2.4,4
10563,진해만,15,34°59´02˝,34.9838888888889,128°27´10˝,128.452777777778,패류,2015,8,9,맑음,16,18.95,9.82,33.2,7.62,1.89,2.23,0.036,0.148,0.037,0.221,0.284,0.045,0.048,1.238,2.88,2.4,7.5
10564,진해만,16,34°57´01˝,34.9502777777778,128°26´44˝,128.445555555556,패류,2015,8,9,맑음,17,18.88,9.04,33.17,7.5,0.62,2.58,0.057,0.111,0.03,0.198,0.376,0.05,0.054,1.137,1.97,2.7,6.5
10595,마산만,6,35°11´48˝,35.1966666666667,128°35´05˝,128.584722222222,패류,2015,8,8,맑음,6,21,5.49,32.52,7.53,0.9,3.83,0.166,0.018,0.012,0.196,0.388,0.051,0.075,1.212,12.09,7.7,1.5
10597,진해만,17,34°54´52˝,34.9144444444444,128°27´24˝,128.456666666667,패류,2015,8,8,맑음,13,19.71,8.4,33.06,7.67,2.91,1.23,0.089,0.08,0.024,0.193,0.414,0.048,0.056,1.263,6,6.2,7
10598,진해만,18,34°54´18˝,34.905,128°25´57˝,128.4325,패류,2015,8,8,맑음,11,20.01,8.18,33.02,7.44,0.47,2.92,0.007,0.005,0,0.012,0.415,0.03,0.069,0.944,9.21,6.3,7.5
10600,진해만,20,34°56´16˝,34.9377777777778,128°28´03˝,128.4675,패류,2015,8,8,맑음,16,19.12,9.5,33.17,7.58,1.72,1.91,0.119,0.068,0.019,0.206,0.486,0.065,0.068,1.229,7.13,64.1,8
10601,진해만,21,34°56´51˝,34.9475,128°29´45˝,128.495833333333,패류,2015,8,8,맑음,15,19.12,8.9,33.18,7.47,0.51,1.7,0.219,0.029,0.017,0.265,0.476,0.077,0.092,2.378,2.95,2.5,8
10603,진해만,23,34°55´11˝,34.9197222222222,128°33´43˝,128.561944444444,패류,2015,8,8,맑음,19,18.79,8.92,33.24,7.57,1.64,2.36,0.026,0.125,0.022,0.174,0.432,0.042,0.047,1.259,2.74,4.5,5.5
10604,진해만,24,34°54´34˝,34.9094444444444,128°36´30˝,128.608333333333,패류,2015,8,8,맑음,12,19.7,6.45,33.1,7.45,0.45,2.41,0.165,0.028,0.012,0.206,0.497,0.06,0.081,1.112,2.53,6.6,2.5
10605,진해만,25,34°56´53˝,34.9480555555556,128°33´47˝,128.563055555556,패류,2015,8,8,맑음,23,18.31,9.9,33.28,7.51,0.48,1.99,0.224,0.041,0.013,0.278,0.393,0.073,0.087,2.297,1.07,4,4
10606,진해만,26,34°58´37˝,34.9769444444445,128°36´04˝,128.601111111111,패류,2015,8,8,맑음,20,18.65,9.9,33.24,7.5,0.51,1.81,0.28,0.007,0.003,0.29,0.366,0.078,0.091,2.476,1.03,3.9,8
10607,진해만,27,34°57´53˝,34.9647222222222,128°38´48˝,128.646666666667,패류,2015,8,8,맑음,13,20.36,6.4,33.01,7.61,2.15,2.08,0.065,0.03,0.01,0.105,0.408,0.03,0.041,0.967,4.82,5.1,5
10667,통영,4,34°51´30˝,34.8583333333333,128°25´29˝,128.424722222222,우렁쉥이,2015,8,6,-,6,20.45,10.96,33.58,7.64,0.42,3.7,0.087,0.136,0.012,0.235,0.703,0.156,0.181,0.944,10.69,5.6,2.5
10668,통영,5,34°51´43˝,34.8619444444445,128°23´41˝,128.394722222222,연안,2015,8,6,-,9,19.97,10.8,33.67,7.73,0.37,2.35,0.071,0.141,0.013,0.225,0.455,0.128,0.136,0.577,10.59,5.6,2.5
10669,통영,6,34°51´45˝,34.8625,128°22´10˝,128.369444444444,어류,2015,8,6,-,10,19.42,10.23,33.84,7.94,2.3,2.23,0.062,0.135,0.008,0.205,0.215,0.051,0.061,0.557,14.26,4.8,5
10674,고성자란만,4,34°55´55˝,34.9319444444444,128°19´11˝,128.319722222222,어류,2015,8,6,-,6,22.7,6.12,33.23,7.9,2.86,1.07,0.044,0.068,0.008,0.119,0.24,0.037,0.081,0.795,10.79,5.2,2.5
10675,고성자란만,5,34°54´52˝,34.9144444444444,128°13´49˝,128.230277777778,패류,2015,8,6,-,9,22.19,7.16,32.99,7.95,2.65,4.45,0.032,0.014,0.004,0.05,0.693,0.028,0.034,0.572,12.08,4.6,6
10751,한림,1,33°27´54˝,33.465,126°18´39˝,126.310833333333,연안,2015,8,4,맑음,1,0,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10754,조천,1,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,연안,2015,8,4,맑음,1,0,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10764,대정,1,33°14´46˝,33.2461111111111,126°11´43˝,126.195277777778,연안,2015,8,3,맑음,1,0,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10770,표선,1,33°18´03˝,33.3008333333333,126°50´06˝,126.835,연안,2015,8,3,맑음,1,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10778,가막만,1,34°43´39˝,34.7275,127°40´04˝,127.667777777778,패류,2015,6,13,"흐림,안개",8.2,20,3.45,32.85,7.41,0.52,2.08,0.013,0.003,0,0.016,0.186,0.005,0.031,0.931,22.19,1.8,2.1
10921,마산만,5,35°09´01˝,35.1502777777778,128°35´40˝,128.594444444444,패류,2015,6,4,맑음,14,16,4.49,33.53,7.68,2.39,1.4,0.009,0.001,0.001,0.011,0.195,0.004,0.024,0.769,2.51,4.1,2
10922,마산만,6,35°11´48˝,35.1966666666667,128°35´05˝,128.584722222222,패류,2015,6,4,맑음,6,17.92,2.7,32.89,7.65,2.95,2.3,0.012,0.001,0.001,0.013,0.3,0.011,0.054,0.88,15.45,8.6,1.5
10931,진해만,15,34°59´02˝,34.9838888888889,128°27´10˝,128.452777777778,패류,2015,6,4,맑음,18,14.73,6.03,33.88,7.68,2.75,1.24,0.078,0.037,0.009,0.125,0.295,0.02,0.033,1.231,2.39,3.7,5.5
10933,통영,4,34°51´30˝,34.8583333333333,128°25´29˝,128.424722222222,우렁쉥이,2015,6,4,-,5,17.06,6.72,33.63,7.53,2.98,2.99,0.051,0.019,0.002,0.071,0.201,0.019,0.034,0.666,7.75,10.4,3
10953,진해만,17,34°54´52˝,34.9144444444444,128°27´24˝,128.456666666667,패류,2015,6,3,맑음,13,14.22,7.27,33.18,7.5,1.33,1.46,0.013,0.001,0.001,0.016,0.197,0.004,0.021,1.079,3.65,8.4,7
10954,진해만,18,34°54´18˝,34.905,128°25´57˝,128.4325,패류,2015,6,3,맑음,10,15.03,6.26,33.09,7.66,2.85,2.03,0.007,0.001,0.001,0.009,0.268,0.003,0.029,0.822,6.63,6.5,6
10956,진해만,20,34°56´16˝,34.9377777777778,128°28´03˝,128.4675,패류,2015,6,3,맑음,15,14.1,7.23,33.35,7.63,2.72,1.54,0.006,0.002,0.001,0.008,0.158,0.003,0.018,1.075,2.66,5.2,8
10957,진해만,21,34°56´51˝,34.9475,128°29´45˝,128.495833333333,패류,2015,6,3,맑음,14,14.39,6.98,33.23,7.45,0.85,1.51,0.075,0.002,0.001,0.078,0.267,0.017,0.038,0.876,2.23,6.4,6
10959,진해만,23,34°55´11˝,34.9197222222222,128°33´43˝,128.561944444444,패류,2015,6,3,맑음,17,13.7,7.1,33.36,7.6,2.22,1.51,0.049,0.006,0.001,0.057,0.228,0.011,0.027,1.037,3.58,5.2,4
11010,한림,1,33°27´54˝,33.465,126°18´39˝,126.310833333333,연안,2015,6,2,맑음,1,0,18.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11013,조천,1,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,연안,2015,6,2,맑음,1,0,18.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11024,대정,1,33°14´46˝,33.2461111111111,126°11´43˝,126.195277777778,연안,2015,6,1,맑음,1,0,17.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11030,표선,1,33°18´03˝,33.3008333333333,126°50´06˝,126.835,연안,2015,6,1,맑음,1,0,18.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11037,표선,1,33°18´03˝,33.3008333333333,126°50´06˝,126.835,연안,2015,4,27,맑음,1,0,15.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11056,대정,1,33°14´46˝,33.2461111111111,126°11´43˝,126.195277777778,연안,2015,4,21,맑음,1,0,14.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11082,한림,1,33°27´54˝,33.465,126°18´39˝,126.310833333333,연안,2015,4,17,맑음,1,0,14.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11085,조천,1,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,연안,2015,4,16,맑음,1,0,13.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11319,대정,1,33°14´46˝,33.2461111111111,126°11´43˝,126.195277777778,연안,2015,2,12,맑음,1,0,13.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11324,표선,1,33°18´03˝,33.3008333333333,126°50´06˝,126.835,연안,2015,2,12,맑음,1,0,15.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11346,한림,1,33°27´54˝,33.465,126°18´39˝,126.310833333333,연안,2015,2,11,맑음,1,0,14.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
